code,상품명,현재태그,제안태그,A라인적용여부,슬림핏적용여부,예외여부,예외사유,검수상태,승인여부,검수결과,수정필요사항,실물대조필요,우선검수순번,대표컷적합여부,A라인검수,슬림핏검수,A라인 검색노출확인,슬림핏 검색노출확인,추천키워드연결확인,비고
ANC-4037,리본블라우스 배색 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 배색 러블리데일리 / 원피스 리본 배색 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 배색 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,37,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4038,체크버튼 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 체크 러블리데일리 / 원피스 버튼 플레어 체크 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 체크 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,38,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4039,배색플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / 원피스 플레어 배색 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,39,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4040,오프숄더 드레이프 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 오프숄더 드레이프 슬림글램 / 원피스 오프숄더 드레이프 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 오프숄더 드레이프 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,40,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4041,레이스블라우스 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / 원피스 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,예,예,아니오,,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,41,검수필요,적용후보,승인,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영 / 사용자 지정 코드 슬림핏 확정
ANC-4042,셔츠카라 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 카라 셔츠카라 플레어 러블리데일리 / 원피스 카라 셔츠카라 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 카라 셔츠카라 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,42,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4043,레이스브이넥 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 브이넥 레이스 셔링 러블리데일리 / 원피스 브이넥 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 브이넥 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,예,예,아니오,,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,43,검수필요,적용후보,승인,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영 / 사용자 지정 코드 슬림핏 확정
ANC-4044,레이스라인 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,44,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4045,카울넥 드레이프 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 드레이프 카울넥 슬림글램 / 원피스 드레이프 카울넥 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 드레이프 카울넥 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,45,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4046,레이스백 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / 원피스 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스 / 언발런스,예,예,아니오,,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,46,검수필요,적용후보,승인,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영 / 사용자 지정 코드 슬림핏 확정
ANC-4047,셔링리본 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 셔링 플레어 러블리데일리 / 원피스 리본 셔링 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 셔링 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,예,예,아니오,,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,47,검수필요,적용후보,승인,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영 / 사용자 지정 코드 슬림핏 확정
ANC-4048,배색카라 트임 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 트임 배색 슬림글램 / 원피스 카라 트임 배색 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 트임 배색 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,48,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4049,랩셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 랩 슬림글램 / 원피스 셔링 랩 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 랩 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,49,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4050,레이스헴 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,50,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4051,스퀘어넥 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 스퀘어넥 셔링 슬림글램 / 원피스 스퀘어넥 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 스퀘어넥 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,51,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4052,레이스플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,52,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4053,러플숄더 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 러플 러블리데일리 / 원피스 러플 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 러플 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,53,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4054,더블버튼 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / 원피스 더블버튼 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,54,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4055,오프숄더 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 오프숄더 셔링 슬림글램 / 원피스 오프숄더 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 오프숄더 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,55,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4056,빅리본 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 플레어 러블리데일리 / 원피스 리본 빅리본 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,56,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4057,잔셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 슬림글램 / 원피스 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,57,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4058,더블버튼 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / 원피스 더블버튼 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,58,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4059,오프숄더 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 오프숄더 셔링 슬림글램 / 원피스 오프숄더 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 오프숄더 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,59,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4060,레이스숄더 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,60,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4061,스트라이프 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 스트라이프 슬림글램 / 원피스 셔링 스트라이프 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 스트라이프 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,61,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4062,레이스브이넥 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 브이넥 레이스 플레어 러블리데일리 / 원피스 브이넥 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 브이넥 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,62,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4063,셔링카라 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔링 슬림글램 / 원피스 카라 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,63,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4064,하트버튼 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 하트버튼 러블리데일리 / 원피스 버튼 플레어 하트버튼 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 하트버튼 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,64,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4065,레이스백 러플 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 러플 러블리데일리 / 원피스 레이스 러플 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 러플 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,65,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4066,배색라인 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / 원피스 플레어 배색 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,66,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4067,빅리본 셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 셔링 러블리데일리 / 원피스 리본 빅리본 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,예,예,아니오,,반영대기,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요,예,67,검수필요,적용후보,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4068,리본셔링 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 셔링 플레어 러블리데일리 / 원피스 리본 셔링 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 셔링 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,예,예,아니오,,반영대기,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요,예,68,검수필요,적용후보,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4069,랩셔링 스커트 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 랩 슬림글램포인트 / 원피스 셔링 랩 슬림글램포인트,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 랩 슬림글램포인트 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,69,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4070,도트플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 도트 러블리데일리 / 원피스 플레어 도트 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 도트 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,70,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4071,셔츠카라 랩스커트 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔츠카라 랩 슬림글램포인트 / 원피스 카라 셔츠카라 랩 슬림글램포인트,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔츠카라 랩 슬림글램포인트 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,71,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4072,플라워레이스 플레어 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,예,재검수,예,슬림핏 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,72,검수필요,적용후보,재검수,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
ANC-4073,드레이프셔링 원피스,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 드레이프 슬림글램 / 원피스 셔링 드레이프 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 드레이프 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,재검수,예,예,A라인 재검수 필요,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,73,검수필요,재검수,적용후보,미확인,미확인,미확인,검색 인덱스는 tags/styleTags/fit 기반. 승인 후 products.json 반영
